0	['secondary school']
1	['village']
3	['city', 'market town']
5	['village']
12	['village']
13	['puppet theatre']
14	['ship']
18	['singer']
19	['list']
21	['town']
23	['album']
28	['single']
29	['contemporary artist']
31	['singer']
32	['actor']
34	['politician']
39	['compilation album']
40	['village', 'former municipality']
44	['rapper']
49	['writer', 'literary critic']
50	['singer']
54	['railway station']
56	['village']
63	['seminary']
64	['playwright']
69	['daily newspaper']
71	['volleyball player']
72	['play']
79	['bridge']
80	['list']
82	['aircraft']
88	['television film']
89	['manor house']
92	['railway station']
93	['high school']
98	['voice actor', 'singer']
100	['title']
102	['municipality']
107	['patronymic surname']
108	['secondary school']
111	['locality']
112	['nickname']
113	['drug']
116	['railway station']
118	['politician']
121	['list']
122	['village', 'municipality']
125	['town']
127	['former municipality']
129	['school']
131	['politician']
134	['actor', 'singer']
135	['film director', 'screenwriter']
137	['iron mine']
140	['studio album', 'country']
141	['short story']
145	['municipality']
146	['town']
147	['village']
150	['shopping mall']
151	['name']
154	['film']
155	['fable']
166	['locality']
174	['family']
175	['song']
178	['ski resort']
184	['art']
186	['mixtape']
189	['municipality']
190	['rower']
193	['village']
194	['village']
205	['civil parish']
213	['recording artist']
214	['village', 'municipality']
215	['football club']
216	['name']
217	['village']
221	['town']
222	['economist']
224	['town']
225	['timeline']
232	['actor', 'producer']
234	['forest']
236	['natural number']
239	['chemist']
242	['club']
246	['director', 'producer']
254	['stream']
257	['play']
259	['village']
260	['municipality']
261	['group']
262	['bandleader']
263	['village']
270	['political party']
276	['wrestler']
279	['painter', 'sculptor']
282	['city']
286	['list']
288	['athletic conference']
293	['fictional character']
298	['village']
299	['château']
302	['film']
303	['dance']
304	['valley']
305	['newspaper']
306	['politician']
307	['district']
312	['short story']
314	['village']
315	['municipality']
316	['list']
318	['municipality']
319	['film', 'television producer']
322	['building']
323	['botanical garden']
324	['hamlet']
327	['municipality']
328	['institution', 'list', 'tell', 'value']
329	['basketball player']
330	['music producer']
332	['drug']
334	['village']
335	['poet', 'critic']
342	['village']
343	['village']
345	['short film']
346	['village']
347	['protein']
351	['art project']
353	['wrestler']
354	['community']
360	['cricketer']
362	['municipality']
370	['hamlet']
371	['village']
374	['formation']
380	['name']
383	['park']
384	['historic district', 'road']
391	['railway station']
393	['golfer']
394	['village', 'community']
395	['hamlet']
396	['record producer']
397	['club']
400	['reality television']
402	['collage']
403	['athlete']
406	['choreographer']
408	['formation']
411	['poet']
412	['playwright']
413	['village', 'municipality']
415	['university']
416	['aircraft', 'manufacturing company']
417	['village', 'civil parish']
423	['archaeologist']
424	['algorithm']
425	['artist']
427	['castle']
428	['village']
429	['game']
437	['cricketer']
438	['book']
441	['volleyball player']
442	['village']
443	['municipality']
448	['locality']
449	['economist']
450	['family']
453	['artist']
454	['private university']
455	['locality']
459	['municipality']
460	['community']
462	['film festival']
465	['politician']
469	['historic district']
470	['locality']
477	['playwright', 'writer']
481	['bus company']
485	['asteroid']
489	['basketball player', 'play']
491	['studio album']
492	['art historian', 'author']
493	['politician']
501	['family']
502	['locality']
503	['plantation']
504	['play']
508	['university']
510	['actor', 'songwriter']
514	['compilation album']
515	['village', 'civil parish']
519	['railway station']
521	['area']
524	['order']
525	['sprinter']
534	['point']
536	['single']
537	['year']
540	['language']
541	['lake']
545	['village']
546	['village']
551	['district']
552	['singer']
553	['poem']
556	['formation']
563	['plantation']
564	['album']
572	['play']
576	['municipality']
578	['list']
581	['village']
582	['valley']
584	['play']
587	['musical duo']
588	['village']
592	['impact crater']
595	['mountain']
597	['company']
599	['bank building']
601	['locality']
603	['politician']
604	['record producer']
606	['high school']
607	['town']
608	['town']
613	['fjord']
614	['fictional character']
615	['civil servant']
617	['apartment building']
619	['play']
624	['studio album']
635	['play']
637	['hospital']
638	['language']
639	['hamlet']
642	['village']
643	['town']
644	['village']
645	['record producer']
647	['musician']
648	['family']
652	['village']
654	['architect']
655	['hotel']
661	['village']
662	['song']
666	['railway station']
668	['statue', 'fountain']
675	['college']
678	['village', 'municipality']
679	['radio station']
684	['star']
688	['road']
692	['village']
694	['village']
696	['Lyapunov function']
697	['cemetery']
700	['museum']
703	['village']
704	['play']
710	['mountain range']
713	['village']
714	['album']
718	['song', 'country']
720	['railway station']
722	['swimmer']
723	['village']
725	['city']
729	['book']
730	['international airport']
732	['jazz musician', 'singer', 'composer']
736	['jurist']
739	['play']
740	['philosopher']
741	['stream']
745	['ghat']
750	['protein']
751	['airport']
752	['language']
755	['track cyclist', 'road']
757	['village']
758	['stream']
760	['judoka']
761	['album']
763	['politician']
764	['film']
765	['short film']
766	['villa']
769	['video game']
772	['film']
777	['mountain']
779	['studio album']
782	['politician']
783	['sport']
791	['judoka']
794	['village']
795	['stream']
798	['protein']
799	['river']
800	['studio album']
801	['organization']
803	['television film']
810	['contemporary artist', 'work']
811	['newspaper']
813	['play']
818	['entrepreneur']
819	['list']
823	['village']
825	['basketball player']
827	['rule']
830	['lake']
832	['village']
835	['book']
837	['film']
838	['manager']
839	['mountain']
840	['swimmer']
846	['war memorial']
852	['village', 'community']
854	['locality']
858	['rock band']
860	['golfer']
862	['village']
863	['village']
865	['town']
866	['village', 'municipality']
867	['village']
871	['village']
874	['village']
875	['village']
878	['studio album']
880	['service']
881	['politician']
883	['singer']
884	['stream']
885	['village']
890	['album']
895	['play']
898	['village']
900	['play']
905	['archaeological museum']
911	['theatre', 'film director']
912	['marathon']
914	['athlete']
916	['village']
918	['diplomat']
924	['novel series']
925	['play']
929	['lawyer', 'politician']
937	['marathon']
939	['sprinter', 'politician']
944	['railway station']
950	['village']
951	['village']
954	['high school']
956	['lighthouse']
957	['badminton player']
960	['village']
961	['video game']
962	['hamlet', 'townland']
970	['company']
976	['actor']
978	['village']
981	['politician']
982	['village']
983	['business']
984	['play']
986	['fashion model']
989	['academic journal']
993	['television personality', 'announcer']
994	['rule']
995	['school']
996	['village']
999	['village', 'municipality']
1000	['museum', 'exhibit']
1001	['television producer']
1002	['university']
1008	['theatre']
1009	['river']
1010	['web series']
1013	['museum', 'art']
1018	['record label']
1020	['Hindu temple']
1021	['village']
1022	['group']
1024	['compilation album']
1025	['municipality']
1026	['list']
1040	['judoka']
1042	['play']
1043	['glacier']
1047	['studio album']
1049	['alpine skier']
1050	['railway station']
1051	['village', 'municipality']
1052	['sprinter']
1054	['album']
1055	['river']
1057	['athlete']
1059	['district']
1061	['museum']
1063	['village']
1065	['book series']
1066	['politician']
1068	['village']
1070	['song']
1071	['municipality']
1076	['hotel']
1077	['railway line']
1083	['municipality']
1091	['municipality']
1094	['album']
1095	['list']
1097	['video game']
1099	['illustrator', 'cartoonist']
1101	['people']
1102	['economist']
1108	['municipality']
1112	['marathon runner']
1113	['rower']
1114	['cricketer']
1116	['album']
1120	['compilation album']
1121	['high school']
1123	['poet', 'novelist']
1124	['artist']
1125	['athlete']
1127	['journalist', 'editor']
1133	['municipality']
1139	['politician']
1141	['village']
1148	['studio album']
1153	['politician']
1156	['village']
1157	['rugby union player']
1159	['locality']
1161	['institution']
1164	['art']
1165	['suburb']
1167	['extrasolar planet']
1168	['model']
1169	['athlete']
1170	['short story']
1172	['poet', 'songwriter']
1177	['village']
1179	['village']
1186	['cricketer']
1188	['diagram']
1189	['film']
1192	['sociologist']
1195	['municipality']
1197	['professor']
1198	['food']
1202	['brewery']
1203	['botanist', 'professor']
1209	['village']
1210	['river']
1211	['handball player']
